id,name
823367015830323201,17061263
321354818,17061263
767640389591437313,17061263
25073877,17061263
750665429731999744,17061263
3063461719,17061263
3235818564,17061263
2169100095,17061263
35472673,17061263
161667001,17061263
3108215082,17061263
98081788,17061263
928581456,17061263
390702143,17061263
3245194376,17061263
151731997,17061263
283386225,17061263
726800508715933696,17061263
716937519175233536,17061263
359428392,17061263
85796380,17061263
1326372218,17061263
3278531995,17061263
23580789,17061263
112405785,17061263
1015176121,17061263
201279013,17061263
141084952,17061263
52660746,17061263
18576537,17061263
839864106140192770,3063461719
1142998596,3063461719
3287522845,3063461719
18576537,3063461719
2901682363,3063461719
854262519988453376,3063461719
2591542284,3063461719
155628719,3063461719
68212478,3063461719
26223622,3063461719
216725008,3063461719
2936001318,3063461719
822215679726100480,3063461719
1221313886,3063461719
928581456,3063461719
19659231,3063461719
1642922492,3063461719
1145488129,3063461719
2178842719,3063461719
42877837,3063461719
271441733,3063461719
2250975088,3063461719
325609507,3063461719
1107178933,3063461719
3269114408,3063461719
719779763561345024,3063461719
47040514,3063461719
2817004388,3063461719
25073877,3063461719
23580789,3063461719
389214426,3063461719
52660746,3063461719
37187276,3063461719
437479404,3063461719
302971361,3063461719
37960888,3063461719
40542236,3063461719
3213884430,3063461719
342613597,3063461719
3034745527,3063461719
35505842,3063461719
69650294,3063461719
353886137,3063461719
39474716,3063461719
199417384,3063461719
2314058791,3063461719
15419286,3063461719
4192949183,3063461719
43197818,3063461719
2900258011,3063461719
3007800786,3063461719
2191180373,3063461719
754585117297868800,3063461719
722682203889614848,3063461719
1042047727,3063461719
961309802,3063461719
243170052,3063461719
3185505967,3063461719
713312056259317760,3063461719
3228183752,3063461719
3004705928,3063461719
521301785,3063461719
960344402,3063461719
373269007,3063461719
141316787,3063461719
33473850,3063461719
3080207437,3063461719
122127254,3063461719
359428392,3063461719
3221813461,3063461719
3181526756,3063461719
4051972535,3063461719
1018403257,3063461719
45225588,3063461719
976838341,3063461719
1600937988,3063461719
57323447,3063461719
269883253,3063461719
3014866691,3063461719
327746094,3063461719
38232639,3063461719
1442211547,3063461719
36183930,3063461719
86687022,3063461719
315779591,3063461719
35339289,3063461719
2617170026,3063461719
17865618,3063461719
2193733235,3063461719
6899022,3063461719
3085601286,3063461719
69276033,3063461719
16314859,3063461719
85796380,3063461719
187203578,3063461719
1683732097,3063461719
35432497,3063461719
114531894,3063461719
261305739,3063461719
178265479,3063461719
2422277072,3063461719
417983734,3063461719
246157956,3063461719
14637199,3063461719
321918881,3063461719
325600993,3063461719
67182352,3063461719
60052133,3063461719
1338480302,3063461719
3020114984,3063461719
886335560,3063461719
57535118,3063461719
2240341670,3063461719
219219678,3063461719
2588970954,3063461719
3080357672,3063461719
173418313,3063461719
1224149179,3063461719
1266962011,3063461719
1208653818,3063461719
2163561448,3063461719
773452676,3063461719
372226447,3063461719
313489831,3063461719
440850193,3063461719
385026414,3063461719
1276037276,3063461719
2426169308,3063461719
2993328042,3063461719
53905045,3063461719
1107190434,3063461719
15969329,3063461719
2688034392,3063461719
61457565,3063461719
51700029,3063461719
623467710,3063461719
804535273,3063461719
2986232390,3063461719
68197599,3063461719
321877806,3063461719
434191277,3063461719
161667001,3063461719
390702143,3063461719
949502250,3063461719
247244259,3063461719
61886661,3063461719
343958195,3063461719
2739262472,3063461719
435252355,3063461719
24766069,3063461719
1108360736,3063461719
2348783658,3063461719
2614040508,3063461719
1015176121,3063461719
47191352,3063461719
2896297513,3063461719
71041908,3063461719
514082785,3063461719
149686635,3063461719
2465737627,3063461719
216256233,3063461719
370926388,3063461719
632700417,3063461719
2935229614,3063461719
13197402,3063461719
47355706,3063461719
201200114,3063461719
2946300174,3063461719
2729039195,3063461719
1343981898,3063461719
3176153300,3063461719
108001670,3063461719
17061263,3063461719
98081788,3063461719
933990392,3063461719
917451193,3063461719
917048486,3063461719
18474156,3063461719
151731997,3063461719
47181372,3063461719
370564325,3063461719
37295619,3063461719
1136566956,3063461719
2321881588,3063461719
1033261796,3063461719
60527154,3063461719
1567869552,3063461719
949981322,3063461719
2657146262,3063461719
337846109,3063461719
1136812356,3063461719
3039661429,3063461719
114894966,3063461719
23580789,151731997
2397875133,151731997
949981322,151731997
886335560,151731997
2348783658,151731997
1108360736,151731997
2426169308,151731997
2614040508,151731997
1567869552,151731997
47355706,151731997
114894966,151731997
57535118,151731997
17061263,151731997
373269007,804249337672908800
19489239,804249337672908800
4850517910,804249337672908800
2503885400,804249337672908800
20646711,804249337672908800
2820096463,804249337672908800
752106977220763648,804249337672908800
52544275,804249337672908800
839864106140192770,804249337672908800
29501253,804249337672908800
21157904,804249337672908800
37666984,804249337672908800
40062515,804249337672908800
47191352,804249337672908800
2944088622,804249337672908800
2993328042,804249337672908800
4857020517,804249337672908800
811229675758505984,804249337672908800
68937924,804249337672908800
2467791,804249337672908800
26212884,804249337672908800
56443856,804249337672908800
93824989,804249337672908800
818927131883356161,804249337672908800
822215673812119553,804249337672908800
778203996288913408,804249337672908800
793879086,804249337672908800
155628719,804249337672908800
1731064314,804249337672908800
428871394,804249337672908800
3297963235,804249337672908800
818016001526812673,804249337672908800
24518690,804249337672908800
26223622,804249337672908800
3241344205,804249337672908800
1339647068,804249337672908800
2959960574,804249337672908800
316291431,804249337672908800
4136331399,804249337672908800
3255387200,804249337672908800
417805586,804249337672908800
36620846,804249337672908800
733146889894395904,804249337672908800
3085601286,804249337672908800
275103279,804249337672908800
2685216506,804249337672908800
1338480302,804249337672908800
1136812356,804249337672908800
34963989,804249337672908800
61457565,804249337672908800
313489831,804249337672908800
3010986978,804249337672908800
1015176121,804249337672908800
822215679726100480,804249337672908800
1654098457,804249337672908800
3863699176,804249337672908800
2303649458,804249337672908800
3099703304,804249337672908800
78242617,804249337672908800
2951493542,804249337672908800
2594709523,804249337672908800
68197599,804249337672908800
1108360736,804249337672908800
321877806,804249337672908800
2934367124,804249337672908800
554653300,804249337672908800
2723110706,804249337672908800
2936001318,804249337672908800
57323447,804249337672908800
3185505967,804249337672908800
18257177,804249337672908800
2180182216,804249337672908800
2301110688,804249337672908800
435252355,804249337672908800
960344402,804249337672908800
3227157768,804249337672908800
3013098913,804249337672908800
2839240321,804249337672908800
195800643,804249337672908800
47176240,804249337672908800
38743283,804249337672908800
4581516023,804249337672908800
35505842,804249337672908800
434191277,804249337672908800
18916432,804249337672908800
60527154,804249337672908800
2688034392,804249337672908800
14637199,804249337672908800
15007149,804249337672908800
1327316306,804249337672908800
437479404,804249337672908800
47181372,804249337672908800
962347189,804249337672908800
1594300903,804249337672908800
1713764934,804249337672908800
61886661,804249337672908800
2426169308,804249337672908800
1683732097,804249337672908800
440850193,804249337672908800
2614040508,804249337672908800
14919644,804249337672908800
2191180373,804249337672908800
35455100,804249337672908800
261305739,804249337672908800
1343981898,804249337672908800
2465737627,804249337672908800
37187276,804249337672908800
